Review,Lecturer,Training_program,Facility,Others
"những đồ án thầy cho deadline được đòi hỏi quá nhiều , học thầy căng thẳng , thầy ít khi vui vẻ trong giờ học .em thấy nó rất cần thiết sau này , em đề nghị với văn phòng chương trình đặc biệt năm sau lại tiếp tục mời thầy về dạy .cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn .",1,1,1,0
"chưa chú ý đến sinh viên lắm .nội dung hứng thú hơn .máy chiếu phòng học quà mờ , đề nghị nên thay đổi .",1,1,1,0
"được học thầy là một niềm vinh hạnh .nên đưa những giảng viên có kinh nghiệm dạy thực hành .học anh văn nên học ở phòng lab , cách âm để khi học listening không bị ảnh hưởng bởi bên ngoài .",3,1,1,0
"truyền đạt tốt , nhiệt tình , thân thiện với sinh viên .cần tăng thời gian môn học lên 30 - 50% để sinh viên có điều kiện tiếp thu sâu hơn kiến thức .hơi khô khan trong việc giảng dạy .",3,1,0,1
"giảng dạy nặng về nói chuyện , ít tập trung vào ngữ pháp , trong khi thi thì toàn ngữ pháp .một phần do hoàn toàn là tiếng anh , và tụi em vẫn chưa thích nghi kịp .cung cấp kiến thức bổ ích , dễ tiếp thu .",1,1,3,0
"giáo viên lên lớp nhưng không giúp sinh viên hiểu bài và chỉ làm việc riêng của mình , mặc lớp thực hành bên dưới .nhiệt tình , liên hệ những vấn đề có liên quan rất tốt , bài tập hay .các máy tính của trường thường xuyên bị lỗi khi sử dụng , sinh viên thường phải mang laptop cá nhân lên làm bài hay thi cử .",1,1,1,0
"giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .nên thực hành speaking nhiều hơn và phân bổ thời gian học grammar , cũng như phân thêm thời gian học hoặc nghe phần listening .dạy học nhiệt tình giải nhiều bài tập khó mà bọn em làm không ra .",1,1,0,1
thầy dạy vui vẻ .môn học khá khó không phù hợp .không hiểu gì khi ngồi nghe trong lớp .,3,1,0,1
"bên cạnh đó còn có rèn kỹ năng viết , kỹ năng hoạt động nhóm và tương tác trực tiếp rất hiệu quả .nhiệt tình thân thiện .để ra hơi khó .",3,3,1,0
slide bài giảng chất lượng kém .phương pháp dạy đưa nhiều bài tập giúp học sinh đa phần nắm được kiến thức .máy tính khó sử dụng .,3,1,1,0
đôi khi sinh viên không thể suy nghĩ ra mà không có sự giúp đỡ của thầy .mỗi khi lấy micro lại phải lấy thêm cả loa .bài học chưa thực sự sinh động .,3,1,2,0
"tài liệu hay và chia sẻ nhiều kinh nghiệm học .cô dạy rất dễ hiểu , cô vui tính nữa colonbigsmile .sẽ tạo được nhiều hứng thú hơn trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này !",3,3,0,1
"cô rất hiền colonsmile .thực sự em vẫn chưa hiểu ngoài việc để làm bài tập thì wireshark được dùng để làm việc gì khác .mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề .",3,1,0,2
"dạy quá nhanh .cần phân bố lại chương trình dạy tốt hơn , tạo ra nhiều hoạt động ngoại khóa kích thích đam mê và hướng thú hơn với môn học .thầy giảng nhiệt tình , truyền đạt nhiều kinh nghiệm học tập cho sinh viên .",1,3,1,0
"thầy dạy rất nhiệt tình , không bao giờ về trc giờ ( thêm giờ nữa chứ ) cái diễn đàn của thầy rất hiệu quả , nói chung thầy tốt .thiết nghĩ giảng viên đứng lớp lý thuyết phải có kỹ năng sư phạm nhất định khả năng truyền đạt , cách hướng dẫn sinh viên , tuy nhiên tại lớp này giảng viên không làm được điều đó .ít cho bài tập .",3,3,1,0
"thầy nên tham gia thực hành cùng sinh viên , không phải là chỉ ngồi một chỗ , tụi em tự mày mò làm xong rồi thầy mới xuống chấm điểm .không nhàm chán .cần mở rộng thêm các kỹ thuật hướng đối tượng mới hiện nay .",1,1,0,3
"sắp xếp thời gian nghĩ và dạy bù tốt .nhà trường cần thông báo trước môn học cho sinh viên đăng ký , tránh tình trạng đăng ký rồi mới thông báo môn học .cập nhật , cập nhật !",3,1,0,2
"cô cho tài liệu học tập là một trang web , lên đó tự học và làm đồ án .em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều .đề nghị nâng cấp phòng lab khoa mạng .",1,1,1,0
"giảng hơi chậm .đúng là anh văn rất cần thiết chúng nhưng đó không phải là những gì sinh viên chúng em cần cho một môn ngoại ngữ , chúng em cần là cảm giác thích thú khi học tiếng anh .thầy vui vẻ với sinh viên .",1,1,1,0
"trong trường macbook thầy số hai thì không có máy nào số một .thầy dạy rất vui và dễ hiểu .chúc các thầy cô , anh chị làm việc vui vẻ !",3,1,0,3
"cho thêm bài tập và các chủ đề để sinh viên tìm hiểu .nên trang bị thêm các lớp thực hành để sinh viên có cơ hội thao tác trên thực tế nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .cần nhiều bài tập hơn nữa .",1,1,1,0
"sinh viên học lý thuyết nhưng thực hành không liên quan nhiều tới lý thuyết .đi học thể dục thật ra em không biết thầy nào với thầy nào đâu , vì lâu lâu mới có thầy dạy .tệ .",1,1,0,1
"thầy dạy nhiệt tình , rất dễ hiểu .thời gian làm việc trên lớp không hiệu quả , giảng viên thường cho nghỉ học .thực hành chứa các kiến thức chưa học lý thuyết .",3,1,1,0
"cô rất nhiệt tình chu đáo .tụi em cũng là người đóng học phí mà .rèn luyện được kỹ năng giao tiếp , mạnh dạng đứng trước lớp nói tiếng anh .",3,3,0,1
"lên lớp đầy đủ , giảng dạy dễ hiểu .cập nhật kiến thức thực tế .chưa hài lòng .",3,3,0,1
đưa ra các chỉ tiêu tính điểm cụ thể .giảng viên có tăng cường giải đề các năm .cần bổ sung các kiến thức về kiến trúc của dbms .,3,1,0,2
thầy dạy cho nghỉ nhiều .có những kiến thức cần thiết trong khi thực hành nhưng lý thuyết rất lâu sau mới dạy đến .em đi học đầy đủ nhưng không có máy để thực hành .,1,1,1,0
giảng viên có kinh nghiệm .bài tập về nhà hơi khó .cần có nhiều buổi thực hành trên thiết bị thật hoặc giảng viên nên đem thiết bị thật làm vài bày mẫu trên lớp .,3,1,1,0
cô luôn cho lớp làm bài tập để tránh lãng phí thời gian .dễ chịu .cô up slide chậm .,3,1,0,3
giảng viên kém vui vẻ .cần thống nhất nội dung học giữa lý thuyết và thực hành .thầy dạy rất hay !,1,1,1,0
cách thầy wzjwz173 chấm điểm quá trình quá gắt .làm bài tập .nhiệt tình trong công tác giảng dạy .,1,1,0,2
"vui vẻ , hòa đồng và biết lắng nghe ý kiến của sinh viên .phần thi nói giữa các lớp không thống nhất về hình thức và nội dung .máy nghe nên được trang bị tốt hơn , phòng học nên sáng hơn .",3,1,1,0
"đôi lúc không tiếp thu được .hệ thống đồ án chấm điểm theo mức độ hoàn thành của sinh viên , tạo sự ganh đua không hề nhẹ với những nhóm làm chung đồ án , kích thích sáng tạo không ngừng tìm hiểu xây dựng thêm chức năng mới cho đồ án nếu muốn được điểm cao .máy chiếu và dàn loa không đáp ứng được .",1,3,1,0
"sinh viên chưa có một chút kiến thức nền tảng nào đã phải học những kiến thức bậc trung đến khó , chưa nói slide giảng dạy là chương trình dành cho cao học .giảng viên dạy hơi nhanh , đôi lúc không bắt kịp bài .sơ sài .",1,1,0,1
ít tương tác với sinh viên .tăng cường những tiết làm bài tập và phân tích về thực tiễn hơn .wifi yếu .,1,1,1,0
học kỳ 1 khoa wzjwz167 cũng nhận được điểm thi khác trễ .điều này gây lên sự chênh lệch rõ rệt về trình độ anh văn trong lớp .cập nhật nhiều kiến thức mới .,3,1,1,0
giảng dạy nhanh .quá tập trung vào slide .sự thân thiện và tận tình đối với học viên .,1,1,0,3
giảng viên thiếu các bài tập cụ thể để học sinh ứng dụng để nhớ .máy tính trường nên nâng cấp .em xim cám ơn !,1,0,1,2
"thầy dạy rất vui , có sự tận tâm trong giảng dạy .có một số phần giảng viên giải thích hơi khó hiểu .chả có gì hài lòng .",3,1,0,1
thầy đúng giờ .mang tính cập nhật .cũng được .,3,3,1,0
không có điều không hài lòng .thông báo những buổi seminar và báo cáo phải chính xác để dễ dàng cho cả sinh viên lẫn giáo viên .theo em nghĩ nên sửa lại hoặc thay mới dàn máy tính cũ và dễ bị lỗi đi .,2,1,1,0
"giữa sinh viên và giảng viên chưa có sự trao đổi gắn kết .luôn chỉ ra những mẹo hay và nhanh , giúp sinh viên đạt thành tích cao , và đặc biệt là hiểu rõ vấn đề một cách sâu sắc !nope .",1,1,0,2
"đặt hiệu suất học tập lên hàng đầu chứ không phải điểm số .chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .giảng dạy nhiệt tình , hài hước .",3,1,0,3
"thì rất thoải mái , dễ gần gũi , hay cười .nên thực hành nhiều hơn lý thuyết , đảm bảo chất lượng sinh viên sẽ tốt .cô giáo rất nhiệt tình , tận tâm và dễ gần , tạo hứng thú trong học tập .",3,1,0,3
"cô dạy rất chi tiết , dễ hiểu , biết cách truyền cảm hứng cho sinh viên .lý thuyết và thực hành nên đi đôi với nhau .không dám ý kiến .",3,1,0,2
môn bài tập ta thường học trong phòng với đồ lau bảng không sạch làm ảnh hưởng đến các bài tập tiếp theo khi các bạn làm đè lên phần bôi chưa sạch .em xin chân thành cảm ơn !thầy dạy hay hứng thú .,3,0,1,2
"giảng viên để nhóm của bạn wzjwz224 seminar nhiều lần và lớp không thể tiếp thu từ buổi seminar hiệu quả như là giảng viên dạy .ví dụ nhiều , ôn tập kỹ .không sử dụng moodle để trao đổi với sinh viên mà chỉ trao đổi riêng với nhóm trưởng của các nhóm .",1,3,0,1
"bàn giáo viên rất dơ , quạt máy thì chạy như không có chạy , mở chỉ thêm tốn điện , không có mát .cần đi sâu vào vấn đề .tăng cường làm bài tập trên lớp !",3,1,1,0
"thầy vui tính , giảng hay .tăng tiết học , 1 tuần học lý thuyết chỉ 2 tiết em thấy không đủ .nên trang bị rèm che cửa .",3,1,1,0
"giảng dạy nhiệt tình , vui vẻ , hài hước tạo cảm giác hứng thú cho sinh viên trong giờ học .phòng máy xài chuột bi đã cũ , khó di chuyển , phần mềm lỗi thời .nên đưa ra một số bài tập giải mẫu , nêu lên một số lỗi thường gặp .",3,3,1,0
"nhiệt tình với sinh viên , đảm bảo giờ lên lớp , có hệ thống website môn học dễ sử dụng .thiếu kinh nghiệm truyền đạt .đề cương môn học chưa rõ ràng .",3,1,1,0
"mở các lớp tiếng anh tăng cường , để sinh viên được cải tiến chất lượng học tập tốt hơn , không tính điểm vào học phần , học phí có thể không free .môn học có chương trình , chủ đề để sinh viên dễ nắm bắt và liên tưởng học tập .khi lên lớp thầy chỉ đọc slide từ đầu tới cuối và thầy bảo tụi em chép vào .",3,1,1,0
"thầy wzjwz212 dạy nhiệt tình .môn học này rất thú vị và có ứng dụng nhiều trong thực tiễn cuộc sống !cô rất nhiệt tình , dễ thương , dạy dễ hiểu .",3,3,0,3
"nên hướng dẫn cách thực hiện .thầy dạy tốt , có lượng kiến thức chất lượng cho sinh viên .không có gì để nói .",3,3,0,2
"nhiệt tình , giảng dễ hiểu .mong phòng đào tạo trong tương lai sắp xếp cho thầy wzjwz128 dạy lớp em bất cứ môn nào thầy có thể .visual studio của các máy trong phòng máy đã hết hạn .",3,1,1,0
trình bày bài giảng một cách khoa học và hợp lý .chưa được chuyên sâu về nội dung lắm .dễ gây nhàm chán .,3,1,0,1
"hình thức báo cáo đồ án cuối kỳ , không thể hiện được khả năng của sinh viên , dễ xảy ra trường hợp một người làm , cả đám người hưởng , vì thầy không yêu cầu bảng phân công công việc và chỉ chấm điểm chung cho cả nhóm dựa trên bài báo cáo được nộp , mặc dù một nhóm thầy quy định là 5 người .cần thêm các giờ thực hành tại các công ty , doanh nghiệp .học hết môn mà chẳng biết cái gì .",1,1,0,1
"giảng viên giảng chậm , dễ hiểu .sử dụng từ ngữ không phù hợp , có thái độ phân biệt với một vài sinh viên , thường nói chuyện với các sinh viên nữ .làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ .",3,1,0,1
"giảng dạy ngắn gọn , dễ hiểu .em nhìn nó giống như ma trận chữ hơn .hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .",3,1,0,2
"về muộn .giảng viên phải đảm bảo giờ lên lớp .thực hành đa dạng , giúp sinh viên hiểu rõ vấn đề .",1,3,0,1
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .thời gian học thoải mái .nếu em muốn học , em sẽ lên lớp học .",1,3,0,2
"vui tính dễ chịu với sinh viên .cho phép được sử dụng android trong báo cáo .phòng học , bàn ghế còn bẩn và nhiều bụi bặm .",3,1,1,0
"giọng thầy hơi khó nghe , dễ gây buồn ngủ .nên cập nhật những phương pháp dạy phản xạ để tạo hướng thú cho sinh viên .em thi giữa kỳ được 9dot5 điểm .",3,1,0,2
"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên .không thật sự dạy .phòng lab khoa wzjwz143 quá nóng .",3,3,1,0
"nên đa phần chúng em phải chia nhau ra để học , như vậy chất lượng rất khó đảm bảo .nên học sinh rất khó tiếp thu .thầy nhiệt tình ở chỗ giảng dạy nhiều thứ cho sinh viên .",3,1,0,1
nâng cấp thiết bị dạy học cho môn anh văn .bài tập nhiều và giảng dạy nhiệt tình .thường xuyên trao đổi thông tin về tình trạng công việc hiện tại và giới thiệu các doanh nghiệp phù hợp khả năng của sinh viên .,3,1,1,0
"lên lớp đúng giờ , dạy dễ hiểu .quy mô dự án quá lớn mà phải thực hiện trong một thời gian ngắn và việc quản lý một dự án đó cho cả lớp không chỉ đơn giản trong một học kỳ .cung cấp đầy đủ tài liệu và giáo trình môn học , nhiệt tình với sinh viên .",3,1,0,3
"đúng giờ , tận tâm .cô sẵn sàng giải đáp mọi thắc mắc nhanh nhất có thể , luôn tìm hiểu kỹ nội dung để có thể dạy tốt nhất .số lượng máy phòng thực hành quá ít , phải đến 2 - 3 người dùng chung một máy .",3,0,1,3
"biết được một số kỹ năng .có cung cấp kiến thức liên quan nhiều hơn so với khi học lý thuyết .phòng lab thực hành cơ bản vẫn còn thiếu chất lượng , máy yếu , trường mình vẫn còn xài màn hình crt nản , mang danh trường công nghệ thông tin .",3,0,1,3
"nghiêm khắc , tận tâm trong việc giảng dạy .nên cập nhật những phần mềm mới .cũng bình thường .",3,1,0,2
"không cần chú trọng nhiều vào lý thuyết chỉ cần áp dụng các công thức vào làm bài tập .cập nhật các phương thức giảng dạy mới học sơ lược , tiến tới loại bỏ những môn không cần thiết cho ngành sau này nên có thêm các lớp kỹ năng giao tiếp .cần kết nối được mạng trong phòng lab .",3,1,1,0
"cần trang bị máy bàn cấu hình cao hơn , vì chạy chương trình không nổi .bài tập và hoạt động nhóm còn ít .cần cung cấp nhiều tài liệu .",1,1,1,0
đa phần bài thực hành đã được làm từ những bài tập về nhà của thầy x .thầy ra đề khó quá .học gần công trình thì công thật không thể chịu nổi .,2,1,1,0
"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .thường đi trễ .đến cuối kỳ thì thật sự kiến thức để bọn em đi thi chỉ bằng 1 fraction 10 kiến thức thầy dạy , thậm chí là ít hơn cũng có thể .",1,1,0,1
"giáo viên dạy tận tình , dễ hiểu , truyền đạt phương pháp học cũng như cách giải quyết bài toán đến học sinh rất kỹ .cải thiện trang thiết bị .cô nhiệt tình , dễ tính .",3,0,1,3
"giảng viên cần cung cấp tài liệu , slide bài giảng .thời gian bù môn học thường bị trùng với những tiết khác nên em thường phải bị vắng tiết .học trong phòng chất lượng cao hơn , phòng học hiện tại không có máy lạnh .",1,1,1,0
"em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết và thầy dạy rất nhiệt tình .truyền đạt thực tiễn vấn đề .phòng học quá nóng , thiếu quạt .",3,3,1,0
"giáo viên vui tính , dạy thực tế .ngoài ra cũng cần có tiết học để sinh viên được nói tiếng anh với nhau nhiều hơn !em học ở phòng mà bên cạnh là công trình đang thi công , khá là ồn ào , vì thế khi học đến phần nghe , em không thể nghe được gì , và bài nghe bị gián đoạn .",3,1,1,0
"dạy đầy đủ kiến thức , hỗ trợ sinh viên tốt .em đề xuất nên bỏ một số phần giảng lại lý thuyết ra để có thời gian làm bài tập nhiều hơn .em thấy ổn ạ .",3,1,0,2
giáo viên dạy toàn trong sách giáo trình .nắm vững ngữ pháp và nâng cao được kỹ năng viết .nên chú trọng vào thực hành .,1,1,0,3
"đề thi giữa kỳ do giảng viên ra có 15 câu trắc nghiệm nhưng lại có 3 câu ra sai đáp án , trong đó có 1 câu giảng viên không biết câu nào sai và vì sao sai , phần tự luận ra sai câu trigger .quan tâm đến tình hình học tập của sinh viên rất nhiều .vâng , may thay có một bạn đã trả lời được những gì thầy đưa ra , và thế là bạn kia rớt .",3,1,0,1
đan xen những câu chuyện thực tiễn trong lúc học .thời gian deadline cho bài tập nên là cuối ngày của buổi dạy tiếp theo hiện nay là 11h55 trước ngày học vì có thể cần lên lớp để trao đổi những vấn đề phát sinh trong lúc làm bài tập để sửa đổi .ít thực tế .,3,1,0,1
đòi hỏi quá cao .dụng cụ học tập đầy đủ .thành vòng tuần hoàn đến khi thi .,1,0,3,2
"trang bị máy tính hiện đại hơn .chứ nói thật là bọn em làm bài tập tại lớp không kịp ạ .nói chung , chắc cũng là luyện cho sinh viên tự học .",3,2,0,1
"giảng viên nên cho số lượng bài tập vừa phải , giải chậm và sâu ở mỗi dạng toán đặc biệt là những dạng toán khó .các khoa nên đăng tải đầy đủ các chương trình đào tạo được cập nhật , các môn học liên quan thật cụ thể , đặc biệt chính là đề cương và mục tiêu môn học .phòng thực hành quá nhỏ , ít thiết bị , khó khăn cho việc thực hành .",1,1,1,0
"phòng thực hành chưa có chất lượng .cô dạy tâm huyết , giảng dạy nhiệt tình , tương tác nhiều với sinh viên .nên cập nhật những nội dung mới vào môn học .",3,1,1,0
"đánh giá cao colonsmile .thầy giảng dễ hiểu , nhiều minh hoạ thực tế .không được thực hành nhiều .",3,3,0,3
cô cho bài tập về nhà và có hình thức ghi tên chép phạt nếu không làm .thầy dễ tính vui vẻ .liên hệ kiến thức với chuyện thực tiễn .,3,3,0,2
"nên giảng nhiều hơn những phần quan trọng .đừng dư quá nhiều .thực ra mà nói , chúng em đóng tiền thực hành 320k trên 1 chỉ , nhưng các giờ thực hành chưa tốt .",1,1,0,1
"máy chiếu quá mờ , đề nghị thay đổi .chất lượng thiết bị dạy học của các phòng học còn chưa tốt .tinh thần , kiến thức .",1,0,1,2
"môn học khá là khó tiếp cận .dạy tốt , tận tình .thiết bị và dụng cụ thí nghiệm tại phòng lab còn nhiều hạn chê , hư hỏng nhiều , không đáp ứng được nội dung thực hành .",3,1,1,0
"khi nghỉ không thông báo trước , khi sinh viên qua trường thể dục thể thao chờ rồi mới thông báo .tài liệu nên được biên soạn tốt hơn vì những slide của thầy có nhiều câu giống như dùng google dịch rồi copy qua vậy , trong slide cũng có nhiều chỗ sai sót , khi dạy thì thầy mới phát hiện sai .đề cập nhiều thông tin mở rộng ngoài xã hội .",1,1,0,3
"chất lượng phòng thực hành quá kém .tích cực sử dụng hiệu quả trang moodle để cung cấp thông tin , dữ liệu .bài giảng không hay .",3,1,1,0
phòng học cần phù hợp với số lượng sinh viên .thầy dạy quá tốt không ý kiến .bài học sinh động và tạo cơ hội cho học viên năng động và giao tiếp nhiều .,3,2,1,0
"yêu cầu quá cao đối với một sinh viên , mặc dù chỉ là một đồ án nhưng không nhất thiết phải quá chi tiết về mọi khía cạnh cụ thể .không tạo được sự chú ý của sinh viên .có nhiều thời gian bị chết trong lúc học .",3,1,1,0
thứ hai là em thấy rằng vai trò của thầy wzjwz51 trong môn wzjwz52 các kỹ thuật trong xử lý ngôn ngữ tự nhiên hơi ít .nội dung có liên hệ nhiều với thực tế .nói chung cũng tạm được .,1,3,0,2
"cung cấp các tài liệu ít .bài tập cần thực tiễn hơn giống như bài toán "" chi tiết máy "" , bài toán "" tính tiền lương "" thay vì những khái niệm toán học .lắp thêm rèm của để máy chiếu được hiệu quả hơn .",1,1,1,0
"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .dọng thầy hơi khó nghe , nói còn hơi to .sinh viên thắc mắc thì giảng viên giải đáp kỹ .",1,1,1,0
phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo .thầy rất vui tánh .cung cấp đầy đủ và cập nhật giáo trình và tài liệu phục vụ môn học hơn .,3,1,1,0
"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học .chúng em nhận được nhiều hơn thế .phòng máy có quá nhiều máy không sử dụng được .",3,1,1,0
bài tập cần đa dạng hơn .máy thực hành nên cài visual studio 2013 .tích cực .,0,1,1,3
"giảng viên thường xuyên đi trễ .cung cấp thêm các giáo trình tiếng việt và các bài tập , ví dụ thực tiễn .hơi cứng nhắc trong vấn đề này .",1,3,0,1
phải thực hành nhiều hơn nữa .tạo không khí vui vẻ khi giảng dạy .sử dụng nhiều slide .,1,1,0,3
"dạy nghiêm túc , vui .cần nghe nhiều hơn .điều em không hài lòng nhất đó là đôi lúc thầy dạy khó hiểu .",3,1,0,3
vui vẻ với sinh viên .cô nên dạy nội dung thực tiễn của nội dung môn học với cuộc sống hơn .chơi trò chơi .,3,1,0,2
"cần tăng thêm số lượng thiết bị thực hành .thầy wzjwz202 và thầy wzjwz203 dạy rất tuyệt vời .người học thì chỉ biết học , lao đầu vào học , mà không hề hay biết những thứ đó bản chất là gì .",3,1,1,0
"nên có hướng dẫn chi tiết hơn .đồng thời , giảng viên rất tích cực , năng nổ trong việc giảng dạy , cung cấp cho sinh viên nhiều kiến thức bổ ích và cũng luôn vui vẻ , hoà đồng nhằm khiến sinh viên cảm thấy thoải mái khi đến lớp .cách dạy của thầy nâng cao được khả năng nghe tiếng anh .",1,1,0,3
"cần dạy chi tiết hơn .kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành .phòng thực hành thì máy bị treo , bị hư hoài , dây mạng thì cắm lúc nhận lúc không .",1,1,1,0
"công bằng .bài tập nhiều , có nhiều câu hỏi hay .thầy nên tạo điều kiện cho sinh viên lên bảng làm bài tập để biết phần nào còn yếu .",3,3,1,0
"mỗi bài học , mỗi buổi học thầy đều liên hệ thực tế với các cách thức mà các công ty bên ngoài thường làm .nên thay đổi việc làm đồ án cuối kỳ doubledot không nên cho sinh viên làm đồ án tự do nữa quản lý , game , nghe nhạc vdotv mà giảng viên nên ra một đồ án có chủ đề thống nhất .phòng thực hành wzjwz53 cần được nâng cấp .",3,1,1,0
"tìm mọi cách hướng dẫn học hiệu quả nhất cho lớp và cung cấp đủ mọi tài liệu cho các bạn tham khảo và làm bàu tập tại lớp cũng như ở nhà .không dạy vào trọng tâm chương trình , sử dụng giáo trình mà thường đi lan man .phòng thực hành cơ bản của trường còn quá kém , vậy tăng học phí đầu năm để làm gì .",3,1,1,0
"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng .thầy tận tình hướng dẫn cách làm , giải quyết những thắc mắc của sinh viên .hoặc cô có thể cung cấp trực tiếp slide tiếng anh để sinh viên học .",3,1,1,0
giờ lên lớp không chắc chắn .tăng cường chất lượng phòng học .cập nhật tin tức môn học trên các kênh thông tin course và cung cấp các tài liệu trên đó .,3,1,1,0
"thầy dạy tận tâm , nhiệt tình .thiếu nghiêm túc trong học tập .phương pháp giảng dạy không phù hợp với sinh viên .",1,1,0,1
hơi khó tiếp thu .dạy nhanh dẫn đến nhiều lúc khó hiểu .nên giảm sĩ số một lớp xuống khoảng 30 sinh viên thì sẽ hiệu quả trong việc học .,1,1,0,1
"cô hướng dẫn sinh viên và nhận xét về đồ án rất tận tình , chính xác .thầy hay để thầy khác dạy thế , thầy dạy thế dạy không hiểu bài thầy dạy thế không cùng cách dạy với thầy wzjwz151 .phòng lab trang bị máy cấu hình không đủ để chạy máy ảo .",3,3,0,2
"đôi khi đi quá sâu vào một vấn đề bên lề .dạy rất hài lòng .môn học nên mở rộng ra ios , nơi store có nhiều sản phẩm chất lượng nhất hiện nay .",1,1,0,3
"thực hành nhiều , làm bài tại lớp càng nhiều càng tốt , đưa ra nhiều ví dụ về nhiều trường hợp và một số trường hợp phát sinh .gửi mail không trả lời .có ứng dụng thực tiễn thích hợp !",1,1,0,3
"thầy có cách giảng dạy lưu loát , truyền đạt dễ hiểu .bổ sung thêm slide và giáo trình tiếng việt .em xin cám ơn .",3,1,0,2
 các bạn có hiểu ý thầy wzjwz287 không ạ  ( đáp lại thầy là sự im lặng ) .tiết học chưa được thu hút .tăng cường thêm thiết bị để môn học được hiệu quả .,1,1,1,0
"rất thích được học cô .cơ sở vật chất cần tăng cường hơn , vệ sinh phòng học , hành lang nên tiến hành buổi chiều sau khi sinh viên tan học hoặc sáng sớm , không nên để khi mở cửa cho sinh viên vào 7h20 mới quét rất bụi và ảnh hưởng đến sinh viên , sáng sớm đi học ở hành lang 7h15 - 7h20 cũng quét rất bụi và quét hắt thẳng vào sinh viên đang đi trên hành lang rất khó ứng xử mong ban quản lý cơ sở có ý kiến thêm về việc này .chưa thấy được sự cần thiết thực sự của môn học đối với ngành nghề cũng như cuộc sống sau này .",3,1,0,1
"cần tăng cường các buổi training do giảng viên đứng lớp để giải thêm các bài tập .thầy nhiệt tình , vui vẻ , có phương pháp dạy tốt và chương trình cụ thể dễ học .giảng viên tận tâm , nhiệt tình , đảm bảo giờ lên lớp hiệu quả .",3,1,1,0
"đôi lúc , thầy giảng bài hơi khó hiểu .bài giảng không lôi cuốn .từ đó bọn em khó mà có được nhiều kiến thức về môn học này .",1,1,0,1
khả năng truyền đạt chưa cao .tiếp thu được nhiều kiến thức .nâng cao chất lượng thực thành .,1,3,1,0
"nhắc nhở sinh viên là ý tốt của thầy , nhưng thật sự tụi em thấy rất áp lực với môn học này .thầy nên cho một ít bài tập về nhà làm để củng cố kiến thức thêm tại bài tập thi bao la em không biết cái nào là trọng tâm hết .sử dụng máy chiếu slide ví dụ cụ thể hơn .",1,1,1,0
"giảng viên dạy rất hay , nhiệt tình .bị chậm hoặc bị treo máy giữa chừng .cô dạy vui vẻ dễ hiểu .",3,1,1,0
"giảng viên dễ mến , dễ gần gũi với sinh viên .một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo .các tiết học chưa được sinh động , không hấp dẫn được sinh viên , có nhiều sự buồn chán .",3,1,0,1
"bài tập nhiều , đa dạng .cô rất chu đáo , nhiệt tình .thầy bận công tác và thay giảng viên khác mà giảng viên đó dạy không tốt bằng thầy wzjwz292 làm chúng em rất khó nắm bắt kiến thức .",1,3,0,3
"cô dạy dễ hiểu , tận tình .rõ ràng .cần có thêm nhiều thời gian ôn tập lại lý thuyết , kỹ năng cho học sinh .",3,1,0,3
"giáo viên sử dụng ngôn ngữ anh rất tốt , dễ hiểu , gây cuốn hút người nghe .chia ra nhiều hình thức điểm seminar bài tập bài tập thực hành .chất lượng phòng máy kém .",3,3,1,0
số lượng sinh viên quá đông cho một lớp học nên giảm khoảng 30 - 50 sinh viên .tăng cường chất lượng wifi cho các phòng lab .quá ít bữa thực hành .,3,1,1,0
